dish_id,bucket,bucket_reason,b_name_raw,b_name_norm,b_kcal,b_prot,b_fat,b_carb,b_weight_g,b_kbzhu_parse_ok,top1_okolo_id,top1_plu,top1_name,top1_name_score,top1_kbju_diff_pct,top1_weight_diff_g,top1_combined,top1_mutual,top2_okolo_id,top2_plu,top2_name,top2_combined,top3_okolo_id,top3_plu,top3_name,top3_combined
115,UNMATCHED,low_score,ПЕРЕКР.SEL.Нап.ЛИМ.ГРАН.б/а н/г ПЭТ,нап лим гран б а н г пэт,40,0,0,11,0.5,True,2114174,78037424,Основа Малина 9г,45,44.2,8,0.493,False,2012573,78036198,"Какао на миндальном напитке, 400мл",0.440,1847440,78036197,"Какао на миндальном напитке, 200мл",0.440
116,UNMATCHED,low_score,ПЕРЕКР.SEL.Нап.Л.с.л/в.к.п.б/а с/г,нап л с л в к п б а с г,32,0,0.4,7.2,330,True,2117412,4438648,"Суп Куриный с домашней лапшой Перекрёсток Select, 270г",46,45.8,60,0.492,False,1800378,4373584,"Гедза с курицей на пару Перекрёсток Select, 160г",0.407,2043365,4425665,"Суп Куриный с домашней лапшой Перекрёсток Select, 1000г",0.392
117,UNMATCHED,low_score,ПЕРЕКР.SEL.Нап.ЛИМ.сок.ф.п.б/а с/г,нап лим сок ф п б а с г,39,0,0,9.7,330,True,2015962,78036423,Напиток чайный с имбирем и лимоном 400мл,48,55.2,70,0.465,False,1800440,78034903,"Бейбичино Бабл Гам с соевым напитком, 200мл",0.429,1625200,78034899,"Айс Латте с соевым напитком, 350мл",0.411
118,AUTO,strong_kbju,ПЕРЕКР.SEL.Морс БРУСНИЧНЫЙ,морс брусничный,40,0,0,10,250,True,2028748,4413748,"Морс Брусничный Перекрёсток Select, 250мл",100,0.0,0,1.000,True,1622241,4360073,"Морс клубничный Шеф Перекрёсток, 500мл",0.713,2126345,4441219,"Соус брусничный Перекрёсток Select, 30г",0.571
119,UNMATCHED,low_score,ПЕРЕКР.SEL.Нап.ЗЕЛ.ЧАЙ КЛ.М.н/г б/а,нап зел чай кл м н г б а,30,0,0,8,0.5,True,1617644,4356602,"Холодный чай 28 Seeds Колд Брю Гуава Лайм зелёный, 250мл",52,28.1,250,0.600,False,2015962,78036423,Напиток чайный с имбирем и лимоном 400мл,0.459,1621920,78035085,"Чай Молочный Улун зелёный, 400мл",0.300
120,UNMATCHED,low_score,ПЕРЕКР.SEL.Нап.ЗЕЛ.ЧАЙ ОБ.М.н/г б/а,нап зел чай об м н г б а,35,0,0,9,0.5,True,1617644,4356602,"Холодный чай 28 Seeds Колд Брю Гуава Лайм зелёный, 250мл",47,34.1,250,0.543,False,2015962,78036423,Напиток чайный с имбирем и лимоном 400мл,0.476,2015963,78036425,Напиток чайный облепихой и апельсином 400мл,0.476
121,UNMATCHED,low_score,ПЕРЕКР.SEL.Нап.КИСЕЛЬ МАЛИН.н/г б/а,нап кисель малин н г б а,45,0,0,11,0.5,True,2114174,78037424,Основа Малина 9г,50,43.9,8,0.524,False,2123610,78037556,Основа Малина 25г,0.517,2012573,78036198,"Какао на миндальном напитке, 400мл",0.472
287,REVIEW,review_threshold,ПЕРЕКР.SEL.Смесь фрукт/яг.ан/кл/гол.,смесь фрукт яг ан кл гол,46,0.3,0.1,9.5,200,True,2123416,4441668,"Смесь ананас-клубника-голубика Перекресток Select, 200г",63,0.0,0,0.778,False,1609621,4352869,"Смузи с манго и морковью Перекрёсток Select, 250мл",0.535,2113601,78037238,"Мини-эклер ягодный, 27г",0.367
122,AUTO,strong_kbju,ФКВ Вок с говядиной шт,вок с говядиной шт,192,10.8,8,18.4,250,True,1405241,4175863,"Вок с говядиной Перекрёсток Select, 250г",100,0.0,0,1.000,True,1521649,4309963,"Плов с говядиной Перекрёсток Select, 250г",0.809,2022011,78036648,"Круассан с копченой говядиной сыром и соусом терияки, 160г",0.752
123,AUTO,strong_kbju,ФКВ Вок с курицей шт,вок с курицей шт,216,10,4.4,34.4,250,True,1405242,4175864,"Вок с курицей Перекрёсток Select, 250г",100,0.0,0,1.000,True,1828722,4381912,"Плов с курицей Перекрёсток Select, 300г",0.757,2123212,78037576,"Чиабатта с курицей и моцарелой, 155г",0.704
124,REVIEW,review_threshold,ШЕФ ПЕРЕК.Котл из судак/кревет.рис.,перек котл из судак кревет рис,532,23,27,50,270,True,1435906,4192787,"Котлета из судака и креветок с рисом Перекрёсток Select, 270г",76,0.0,0,0.855,True,2037972,4421474,"Шашлык из курицы с картофелем Перекрёсток Select, 250г",0.548,2039689,4420760,"Бризоль куриная с пенне и соусом Перекрёсток Select, 250г",0.433
125,REVIEW,review_threshold,ШЕФ ПЕРЕК.Фишк.карт.пюр.с-с.ТАР-ТАР,перек фишк карт пюр с с тар тар,232,10,17.2,14,280,True,1433383,4192791,"Фишкейки с картофельным пюре и соусом тар-тар Перекрёсток Select, 280г",61,0.0,0,0.764,True,1624458,4368151,"Стрипсы из куриного филе с картофелем Перекрёсток Select, 250г",0.628,2037972,4421474,"Шашлык из курицы с картофелем Перекрёсток Select, 250г",0.607
126,REVIEW,review_threshold,ФКВ Жар.рис с кревет.по-Азиат.шт.,жар рис с кревет по азиат шт,160,4.8,4,26,250,True,1448054,4221854,"Жареный рис по-азиатски с креветками Перекрёсток Select, 250г",78,0.0,0,0.869,True,1494094,4276196,"Поке с креветками и соусом Альтерно Перекрёсток Select, 210г",0.557,2045008,4425860,"Суп  Сливочный с треской креветками и песто Перекрёсток Select, 300г",0.555
127,REVIEW,review_threshold,ФКВ Бифштекс гов.карт.пюре,бифштекс гов карт пюре,530,20,38,28,250,True,1598015,4340929,"Бифштекс из говядины с картофельным пюре, Перекрёсток Select, 250г",74,0.0,0,0.846,True,1591188,4332829,"Бефстроганов с картофельным пюре Перекрёсток Select, 250г",0.491,2044350,4419226,"Биточки мясные с картофельным пюре Перекрёсток Select, 300г",0.435
128,REVIEW,review_threshold,ШЕФ ПЕРЕК.Филе кур.су-в.с.беш/ов.б.,перек филе кур су в с беш ов б,58.6,8,8,5.6,250,True,1619594,4362089,"Филе куриное су-вид с соусом Бешамель и овощными биточками Перекрёсток Select, 250г",52,0.0,0,0.714,False,1804126,4372373,"Паста с куриным филе и соусом песто Перекрёсток Select, 250 г",0.569,2027006,4409322,"Паста с цыпленком в соусе Пепе Верде Перекрёсток Select, 230г",0.549
288,AUTO,strong_kbju,ПЕРЕКР.SEL.Помело,помело,37.6,0.8,0,8.6,170,True,2125046,4442479,"Помело Перекрёсток Select, 170г",100,0.0,0,1.000,True,2123192,4441206,"Помело  Перекрёсток Select, 110г",1.000,1590860,78034433,"Эспрессо, 50мл",0.400
129,REVIEW,review_threshold,ФКВ Эскалоп из свинины с картофелем,эскалоп из свинины с картофелем,219.7,9,14.9,12.4,250,True,1623103,4366792,"Эскалоп из свинины с картофелем Перекрёсток Select, 250г",100,32.7,0,0.869,True,1619509,4364442,"Салат с тунцом и картофелем Перекрёсток Select, 200г",0.736,1624458,4368151,"Стрипсы из куриного филе с картофелем Перекрёсток Select, 250г",0.707
130,AUTO,strong_kbju,ФКВ Стрипсы из куриного филе гр.кар.,стрипсы из куриного филе гр кар,270,9.7,13.5,24.4,250,True,1624458,4368151,"Стрипсы из куриного филе с картофелем Перекрёсток Select, 250г",87,0.0,0,0.924,True,1832505,4383603,"Стрипсы из куриного филе с картофелем по-деревенски и сырным соусом Перекрёсток Select, 265г",0.804,1619668,4364437,"Котлета де-воляй из куриного филе с грибами и спагетти Перекрёсток Select, 250г",0.695
131,AUTO,strong_kbju,ФКВ Паста с куриным филе/соусом пес.,паста с куриным филе соусом пес,169,10,7,16.2,250,True,1804126,4372373,"Паста с куриным филе и соусом песто Перекрёсток Select, 250 г",94,0.0,0,0.964,True,2042810,4424682,"Паста с вешенками и куриным филе в сливочном соусе Перекрёсток Select, 250г",0.813,1619510,4364440,"Салат с куриным филе фунчозой и овощами Перекрёсток Select, 220г",0.683
132,AUTO,strong_kbju,ФКВ Гедза с курицей на пару,гедза с курицей на пару,83.3,3.3,5.3,5.4,160,True,1800378,4373584,"Гедза с курицей на пару Перекрёсток Select, 160г",100,0.0,0,1.000,True,1828722,4381912,"Плов с курицей Перекрёсток Select, 300г",0.689,1405242,4175864,"Вок с курицей Перекрёсток Select, 250г",0.661
133,REVIEW,review_threshold,ФКВ Гедза зеленые с креветк.бел/ов.,гедза зеленые с креветк бел ов,75,1.4,2.8,11,160,True,1800379,4373585,"Гедза зелёные с креветкой белоногой и овощами Перекрёсток Select, 160г",80,0.0,0,0.880,True,1448054,4221854,"Жареный рис по-азиатски с креветками Перекрёсток Select, 250г",0.516,2116477,78037439,"Изотоник зеленый виноград с березовым соком, 350мл",0.484
134,REVIEW,review_threshold,ФКВ Лап.МИ КСАО БО яич.гов.жар.на в.,лап ми ксао бо яич гов жар на в,274.3,10.4,12.3,30.5,280,True,1800371,4373614,"Лапша яичная с говядиной жареная на воке Перекрёсток Select, 280г",62,0.0,0,0.772,False,1498816,4280524,"Фо Бо Перекрёсток Select, 300г",0.574,2009258,78036196,"Какао на овсяном напитке, 400мл",0.384
289,AUTO,strong_kbju,ПЕРЕКР.SEL.Кокос,кокос,354,3.3,33.5,6.2,80,True,2125045,4442788,"Кокос Перекрёсток Select, 80г",100,0.0,0,1.000,True,2123375,4441573,"Кокос  Перекрёсток Select, 170г",1.000,1846291,78036191,"Какао, 200мл",0.542
301,EXTERNAL_BRAND,external_brand,TAS.STORY Драже МИНДАЛЬ СОЛ.КАРАМЕЛЬ,драже миндаль сол карамель,590,19.2,45,27.1,40,True,1848448,4388467,"Драже Tasty Story Миндаль Солёная Карамель, 40г",92,0.0,0,0.950,True,2009088,78036473,"Меренга Шоколадная с карамелью и арахисом, 60г",0.531,1838834,78035830,"Раф Соленая Карамель с орехами, 200мл",0.460
135,AUTO,strong_kbju,ФКВ Рис отварной с курицей кис-сл.с.,рис отварной с курицей кис сл с,101.9,3.1,2.7,16.3,240,True,1828714,4381672,"Рис отварной с курицей в кисло-сладком соусе Перекрёсток Select, 240г",86,0.0,0,0.918,True,1828722,4381912,"Плов с курицей Перекрёсток Select, 300г",0.691,1405242,4175864,"Вок с курицей Перекрёсток Select, 250г",0.678
136,AUTO,strong_kbju,ФКВ Спагетти БОЛОНЬЕЗЕ с говядиной,спагетти болоньезе с говядиной,117.2,4.3,4.8,14.2,220,True,1828719,4381675,"Спагетти Болоньезе с говядиной Перекрёсток Select, 220г",100,0.0,0,1.000,True,1405241,4175863,"Вок с говядиной Перекрёсток Select, 250г",0.746,2118496,4437971,"Борщ с говядиной Перекрёсток Select, 270г",0.722
137,AUTO,strong_kbju,ФКВ Лапша УДОН с курицей,лапша удон с курицей,257.2,8.8,6.8,40.2,300,True,1833336,4381676,"Лапша удон с курицей Перекрёсток Select, 300г",100,0.0,0,1.000,True,1405242,4175864,"Вок с курицей Перекрёсток Select, 250г",0.813,2016966,4401912,"Удон с курицей и овощами Перекрёсток Select, 215г",0.795
138,AUTO,strong_kbju,ФКВ Гуляш из курицы с овощами гр.от.,гуляш из курицы с овощами гр от,117.7,4.5,4.1,15.7,240,True,1832990,4381901,"Гуляш из курицы с овощами с гречкой отварной Перекрёсток Select, 240г",89,0.0,0,0.936,True,1619669,4364439,"Оладьи из курицы с рисом и овощами Перекрёсток Select, 250г",0.691,2016966,4401912,"Удон с курицей и овощами Перекрёсток Select, 215г",0.634
139,REVIEW,review_threshold,ФКВ Колбаски по-нюрнбергс.кар/гор.с.,колбаски по нюрнбергс кар гор с,234.9,5.9,19.3,9.4,205,True,1832995,4381902,"Колбаски по-нюрнбергски с картофелем и горчичным соусом Перекрёсток Select, 205г",72,0.0,0,0.833,True,1828716,4381905,"Котлета по-киевски с картофельным пюре Перекрёсток Select, 280г",0.588,1828718,4382076,"Курица по-французски с картофельным пюре Перекрёсток Select, 250г",0.564
140,AUTO,strong_kbju,ФКВ Котлета ПОЖАРСКАЯ с картоф.пюре,котлета пожарская с картоф пюре,143.2,5.9,9.6,8.3,250,True,1828725,4381904,"Котлета Пожарская с картофельным пюре Перекрёсток Select, 250г",91,0.0,0,0.947,True,2037851,4417738,"Котлета куриная с картофельным пюре Перекрёсток Select, 250г",0.787,2042920,4415660,"Котлеты куриные с картофельным пюре Перекрёсток Select, 450г",0.732
141,AUTO,strong_kbju,ФКВ Котлета по-киевски с карт.пюре,котлета по киевски с карт пюре,180,7,11.2,12.8,280,True,1828716,4381905,"Котлета по-киевски с картофельным пюре Перекрёсток Select, 280г",91,0.0,0,0.945,True,2037851,4417738,"Котлета куриная с картофельным пюре Перекрёсток Select, 250г",0.728,1828725,4381904,"Котлета Пожарская с картофельным пюре Перекрёсток Select, 250г",0.726
142,REVIEW,review_threshold,ФКВ Котлетка куриная каб.кар.по-дер.,котлетка куриная каб кар по дер,124.6,5.3,6.6,11,190,True,1832994,4381906,"Котлетка куриная с кабачками с картофелем по-деревенски Перекрёсток Select, 190г",76,0.0,0,0.856,True,2037851,4417738,"Котлета куриная с картофельным пюре Перекрёсток Select, 250г",0.727,2042920,4415660,"Котлеты куриные с картофельным пюре Перекрёсток Select, 450г",0.672
143,AUTO,strong_kbju,ФКВ Оладьи печеночные,оладьи печеночные,146.2,8.5,8.2,9.7,150,True,1828717,4381910,"Оладьи печеночные Перекрёсток Select, 150г",100,0.0,0,1.000,True,2021725,4410402,"Оладьи печеночные жареные Перекрёсток Select, 280г",0.913,2021724,4407908,"Оладьи жареные Перекрёсток Select, 250г",0.663
144,AUTO,strong_kbju,ФКВ Плов с курицей,плов с курицей,186.1,4.8,6.1,28,300,True,1828722,4381912,"Плов с курицей Перекрёсток Select, 300г",100,0.0,0,1.000,True,1405242,4175864,"Вок с курицей Перекрёсток Select, 250г",0.779,2123212,78037576,"Чиабатта с курицей и моцарелой, 155г",0.714
145,AUTO,strong_kbju,ФКВ Шницель куриный в яйце кар.пюре,шницель куриный в яйце кар пюре,169.1,6,9.1,15.8,210,True,1832996,4381913,"Шницель куриный в яйце с картофельным пюре Перекрёсток Select, 210г",93,0.0,0,0.959,True,1829009,4377884,"Шницель Куриный в яичном кляре Перекрёсток Select, 180г",0.709,2028914,4409329,"Биточек куриный с соусом из болгарского перца и картофельным пюре Перекрёсток Select, 250г",0.651
146,AUTO,strong_kbju,ФКВ Курица по-французски с кар.пюре,курица по французски с кар пюре,146.5,4.4,8.9,12.2,250,True,1828718,4382076,"Курица по-французски с картофельным пюре Перекрёсток Select, 250г",93,0.0,0,0.959,True,1828725,4381904,"Котлета Пожарская с картофельным пюре Перекрёсток Select, 250г",0.668,2117413,4437462,"Мясо по-французски с курицей и шампиньонами Перекрёсток Select, 190г",0.611
147,REVIEW,review_threshold,ФКВ Оладьи куриные со спагет/том.с.,оладьи куриные со спагет том с,152.1,6.9,7.3,14.7,250,True,1828742,4382077,"Оладьи куриные со спагетти и томатным соусом Перекрёсток Select, 250г",81,0.0,0,0.886,True,1828720,4382078,"Оладьи куриные Перекрёсток Select, 160г",0.793,2016804,4403477,"Биточек куриный со спагетти в томатном соусе Перекрёсток Select, 220г",0.684
148,AUTO,strong_kbju,ФКВ Оладьи куриные,оладьи куриные,223.9,17.6,14.7,5.3,160,True,1828720,4382078,"Оладьи куриные Перекрёсток Select, 160г",100,0.0,0,1.000,True,1828742,4382077,"Оладьи куриные со спагетти и томатным соусом Перекрёсток Select, 250г",0.793,2021724,4407908,"Оладьи жареные Перекрёсток Select, 250г",0.684
184,AUTO,strong_kbju,ФКВ Бефстроганов с картофел.пюре шт.,бефстроганов с картофел пюре шт,168,6.4,10,12.8,250,True,1591188,4332829,"Бефстроганов с картофельным пюре Перекрёсток Select, 250г",89,0.0,0,0.933,True,2044350,4419226,"Биточки мясные с картофельным пюре Перекрёсток Select, 300г",0.725,1574331,4312150,"Азу из говядины с картофельным пюре Перекрёсток Select, 300г",0.618
619,EXTERNAL_BRAND,external_brand,PINCH&DROP Ос.ПЮРЕ МАР.КОС.фр.д/с/к/д.,ос пюре мар кос фр д с к д,,,,,1,False,1433383,4192791,"Фишкейки с картофельным пюре и соусом тар-тар Перекрёсток Select, 280г",52,,279,0.314,False,1574331,4312150,"Азу из говядины с картофельным пюре Перекрёсток Select, 300г",0.305,1828718,4382076,"Курица по-французски с картофельным пюре Перекрёсток Select, 250г",0.300
149,REVIEW,review_threshold,ФКВ Стрипсы кур.филе карт.по-д/с.с.,стрипсы кур филе карт по д с с,189,11.8,7.4,17.8,265,True,1832505,4383603,"Стрипсы из куриного филе с картофелем по-деревенски и сырным соусом Перекрёсток Select, 265г",76,0.0,0,0.853,True,1624458,4368151,"Стрипсы из куриного филе с картофелем Перекрёсток Select, 250г",0.742,1804126,4372373,"Паста с куриным филе и соусом песто Перекрёсток Select, 250 г",0.684
150,REVIEW,review_threshold,ФКВ Филе куриное гр.под сыр.кор.кар.,филе куриное гр под сыр кор кар,157,12.7,5.5,14.2,240,True,1846918,4389855,"Филе куриное с грибами под сырной корочкой с картофелем Перекрёсток Select, 240г",74,0.0,0,0.843,True,1521245,4309962,"Филе куриное с гречкой и луковым соусом Перекрёсток Select, 230г",0.676,1624458,4368151,"Стрипсы из куриного филе с картофелем Перекрёсток Select, 250г",0.604
151,AUTO,strong_kbju,ФКВ Щечки говяжьи томленые,щечки говяжьи томленые,116,16,5.6,0.6,300,True,2016458,4405296,"Щечки говяжьи томленые Перекрёсток Select, 300г",100,0.0,0,1.000,True,1574331,4312150,"Азу из говядины с картофельным пюре Перекрёсток Select, 300г",0.518,2113121,4438168,"Студень из говядины Перекрёсток Select, 200г",0.499
152,REVIEW,review_threshold,ФКВ Бризоль кур.пен/соус.,бризоль кур пен соус,157,8.9,7.2,14.1,250,True,2039689,4420760,"Бризоль куриная с пенне и соусом Перекрёсток Select, 250г",77,0.0,0,0.862,True,1581963,4324261,"Крем-суп грибной Перекрёсток Select, 300г",0.512,1803412,4372001,"Соус Сальса Перекрёсток Select, 35г",0.485
153,REVIEW,review_threshold,ФКВ Паста орзо крев.оч.вар.сл-том.с.,паста орзо крев оч вар сл том с,181,8.1,7.3,20.7,250,True,2043016,4420968,"Паста орзо с креветками в сливочно-томатном соусе Перекрёсток Select, 250г",70,0.0,0,0.820,True,2027006,4409322,"Паста с цыпленком в соусе Пепе Верде Перекрёсток Select, 230г",0.712,1396364,4156187,"Паста 4 сыра Перекрёсток Select, 250г",0.705
154,AUTO,strong_kbju,ПЕРЕКР.SEL.Котлеты куриные паровые,котлеты куриные паровые,127,14.6,4.6,6.8,160,True,2039310,4421287,"Котлеты куриные паровые Перекрёсток Select, 160г",100,0.0,0,1.000,True,2119609,4431933,"Котлеты куриные Перекрёсток Select, 160г",0.876,2042920,4415660,"Котлеты куриные с картофельным пюре Перекрёсток Select, 450г",0.741
155,REVIEW,review_threshold,ФКВ Шашлык из курицы карт/том.с/лав.,шашлык из курицы карт том с лав,309,18,18,20,250,True,2037972,4421474,"Шашлык из курицы с картофелем Перекрёсток Select, 250г",83,0.0,0,0.900,True,2048521,4428799,"Конвертики с курицей сыром и томатами Перекрёсток Select, 140г",0.633,1619669,4364439,"Оладьи из курицы с рисом и овощами Перекрёсток Select, 250г",0.597
156,AUTO,strong_kbju,ФКВ Филе индейки су-вид слайсами,филе индейки су вид слайсами,168,30,4,2,150,True,2038134,4421859,"Филе индейки су-вид слайсами Перекрёсток Select, 150г",100,0.0,0,1.000,True,1804126,4372373,"Паста с куриным филе и соусом песто Перекрёсток Select, 250 г",0.507,1619594,4362089,"Филе куриное су-вид с соусом Бешамель и овощными биточками Перекрёсток Select, 250г",0.486
302,EXTERNAL_BRAND,external_brand,TAS.STORY Драже КЕШЬЮ МАЛИНА,драже кешью малина,572.4,15.6,43.4,29.8,40,True,1848450,4388468,"Драже Tasty Story Кешью Малина, 40г",100,0.0,0,1.000,True,2114174,78037424,Основа Малина 9г,0.424,1837366,78035791,"Латте Малина Можжевельник, 400мл",0.417
157,REVIEW,review_threshold,ФКВ Говядина томлен.пер.соусе с ор.,говядина томлен пер соусе с ор,135,7.6,5,13.6,270,True,2038055,4422949,"Говядина томленая в перечном соусе с орзо Перекрёсток Select, 270г",85,0.0,0,0.907,True,1574330,4312151,"Говядина с черносливом и гречкой Перекрёсток Select, 300г",0.636,1521649,4309963,"Плов с говядиной Перекрёсток Select, 250г",0.608
158,AUTO,strong_kbju,ФКВ Курица карри вешенками/рис.басм.,курица карри вешенками рис басм,177,8.3,7.3,20.4,285,True,2038054,4423023,"Курица карри с вешенками и рисом басмати Перекрёсток Select, 285г",87,0.0,0,0.924,True,2042810,4424682,"Паста с вешенками и куриным филе в сливочном соусе Перекрёсток Select, 250г",0.690,2027271,4409320,"Курица с ананасами в кисло-сладком соусе и рисом Перекрёсток Select, 220г",0.672
159,REVIEW,review_threshold,ФКВ Паста КАВАТАППИ моцарел/сыр.чед.,паста каватаппи моцарел сыр чед,379,12.6,19.2,38.2,230,True,2039688,4423449,"Паста каватаппи с моцареллой и сыром чеддер Перекрёсток Select, 230г",84,0.0,0,0.903,True,1613901,4358607,"Сэндвич с ветчиной и сыром моцарелла Перекрёсток Select, 200г",0.674,1350336,4128971,"Паста Перекрёсток Select Карбонара, 250г",0.569
160,REVIEW,review_threshold,ПЕРЕКР.SEL.Паста с вешен/кур.ф.сл.с.,паста с вешен кур ф сл с,196,8.7,7.6,21,250,True,2042810,4424682,"Паста с вешенками и куриным филе в сливочном соусе Перекрёсток Select, 250г",61,0.0,0,0.767,False,1396364,4156187,"Паста 4 сыра Перекрёсток Select, 250г",0.693,1804126,4372373,"Паста с куриным филе и соусом песто Перекрёсток Select, 250 г",0.679
161,REVIEW,review_threshold,ПЕРЕКР.SEL.Стейк фор.на пару отв.ов.,стейк фор на пару отв ов,91,11.3,3.4,3.5,230,True,2043402,4424684,"Стейк из форели на пару с отварными овощами Перекрёсток Select, 230г",72,0.0,0,0.830,True,1800378,4373584,"Гедза с курицей на пару Перекрёсток Select, 160г",0.556,1443279,78031257,"Латте на кокосовом молоке, 250мл",0.498
162,REVIEW,review_threshold,ПЕРЕКР.SEL.Лобио из кр.фас/гр.орех.,лобио из кр фас гр орех,119,4.7,4.8,14,180,True,2067841,4433429,"Лобио из красной фасоли с грецким орехом Перекрёсток Select, 180г",73,0.0,0,0.838,True,1832990,4381901,"Гуляш из курицы с овощами с гречкой отварной Перекрёсток Select, 240г",0.665,1581963,4324261,"Крем-суп грибной Перекрёсток Select, 300г",0.559
163,REVIEW,review_threshold,ПЕРЕК.SELECT Микс кап.цв/бр.мор.отв.,перек select микс кап цв бр мор отв,29.1,1.1,0.3,5.5,150,True,2109300,4433900,"Микс капусты цветной и брокколи с морковью отварной Перекрёсток Select, 150г",53,0.0,0,0.721,True,2013410,4405770,"Морковь По-Корейски Перекрёсток Select, 200г",0.494,1839638,4379037,"Морковь с баклажанами по-корейски Перекрёсток Select, 200г",0.429
164,AUTO,strong_kbju,ПЕРЕКР.SEL.Гратен картофел.с мясом,гратен картофел с мясом,150,6,10.1,8.8,340,True,2113111,4436367,"Гратен картофельный с мясом Перекрёсток Select, 340г",92,0.0,0,0.952,True,1438752,4201520,"Запеканка картофельная с мясом Перекрёсток Select, 200г",0.729,2116980,4437477,"Блинчики с мясом Перекрёсток Select, 240г",0.584
165,AUTO,strong_kbju,ПЕРЕКР.SEL.Жульен с индейкой/шампин.,жульен с индейкой шампин,170,11,12,4,200,True,2113115,4436602,"Жульен с индейкой и шампиньонами Перекрёсток Select, 200г",86,0.0,0,0.914,True,1389975,4133313,"Сэндвич-ролл Перекрёсток Select с индейкой, 200г",0.593,2026451,4409319,"Тортильони с индейкой и соусом с фенхелем Перекрёсток Select, 260г",0.587
166,AUTO,strong_kbju,ПЕРЕКР.SEL.Котлеты из курин.грудки,котлеты из курин грудки,288,15.5,24,2.5,160,True,2115686,4436606,"Котлеты из куриной грудки Перекрёсток Select, 160г",96,0.0,0,0.975,True,2063106,4403475,"Котлеты Сочные из индейки жареные Перекрёсток Select, 240г",0.594,2119609,4431933,"Котлеты куриные Перекрёсток Select, 160г",0.589
167,REVIEW,review_threshold,ПЕРЕКР.SEL.Лазанья по-мил.кур/с.беш.,лазанья по мил кур с беш,185,7.6,10.1,16,330,True,2115684,4437060,"Лазанья по-милански с курицей и соусом бешамель Перекрёсток Select, 330г",68,0.0,0,0.806,True,2016966,4401912,"Удон с курицей и овощами Перекрёсток Select, 215г",0.641,1800454,78034911,"Бейбичино Лаванда с миндальным напитком, 200мл",0.586
168,REVIEW,review_threshold,ПЕРЕКР.SEL.Мясо по-французс.кур/шам.,мясо по французс кур шам,187,12.8,13,4.7,190,True,2117413,4437462,"Мясо по-французски с курицей и шампиньонами Перекрёсток Select, 190г",72,0.0,0,0.830,True,2117789,4438649,"Суп куриный с фрикадельками Перекрёсток Select, 280г",0.569,2117518,78037358,"Шаурма с курицей-помидором-огурцом, 210г",0.545
169,REVIEW,review_threshold,ПЕРЕКР.SEL.Котл.говяд.с.бел.гр/к.п.,котл говяд с бел гр к п,197,7.3,14.6,8.5,280,True,2118254,4438651,"Котлета из говядины с соусом из белых грибов и картофельным пюре Перекрёсток Select, 280г",55,0.0,0,0.729,False,1521649,4309963,"Плов с говядиной Перекрёсток Select, 250г",0.564,1574331,4312150,"Азу из говядины с картофельным пюре Перекрёсток Select, 300г",0.554
193,AUTO,strong_kbju,"ФК Котлеты соч.из индейки жарен, шт",котлеты соч из индейки жарен шт,193,18.4,10.6,7.2,240,True,2063106,4403475,"Котлеты Сочные из индейки жареные Перекрёсток Select, 240г",88,0.0,0,0.925,True,1582452,4327212,"Котлеты из индейки с пюре из батата Зелёная Линия, 220г",0.704,2039520,4422205,"Котлеты из индейки с гречкой отварной Перекрёсток Select, 220г",0.680
170,AUTO,strong_kbju,ФК Паста с ветчиной и грибами шт.,паста с ветчиной и грибами шт,155,5.6,8.1,14.9,250,True,1349549,4123368,"Паста с ветчиной и грибами Перекрёсток Select, 250г",100,0.0,0,1.000,True,2016806,4406509,"Салат с ветчиной Перекрёсток Select, 180г",0.764,1601263,4310836,"Круассан с ветчиной и сыром Перекрёсток Select, 115г",0.652
171,AUTO,strong_kbju,ФК Паста Карбонара шт.,паста карбонара шт,259,8.2,17.8,16.4,250,True,1350336,4128971,"Паста Перекрёсток Select Карбонара, 250г",100,0.0,0,1.000,True,1396364,4156187,"Паста 4 сыра Перекрёсток Select, 250г",0.663,2016803,4406507,"Салат Крабовый Перекрёсток Select, 180г",0.609
172,AUTO,strong_kbju,ФК Паста Арабьята шт.,паста арабьята шт,139,4.2,4.3,20.9,250,True,1391885,4155363,"Паста Арабьята Перекрёсток Select, 250г",100,0.0,0,1.000,True,1396364,4156187,"Паста 4 сыра Перекрёсток Select, 250г",0.613,1350336,4128971,"Паста Перекрёсток Select Карбонара, 250г",0.583
173,AUTO,strong_kbju,ФК Паста 4 сыра шт.,паста 4 сыра шт,176,7.6,8.9,16.3,250,True,1396364,4156187,"Паста 4 сыра Перекрёсток Select, 250г",100,0.0,0,1.000,True,2043016,4420968,"Паста орзо с креветками в сливочно-томатном соусе Перекрёсток Select, 250г",0.652,2042810,4424682,"Паста с вешенками и куриным филе в сливочном соусе Перекрёсток Select, 250г",0.640
174,AUTO,strong_kbju,ФК Запеканка картофельная с мясом шт,запеканка картофельная с мясом шт,123,5.1,4.9,14.6,200,True,1438752,4201520,"Запеканка картофельная с мясом Перекрёсток Select, 200г",100,0.0,0,1.000,True,2113111,4436367,"Гратен картофельный с мясом Перекрёсток Select, 340г",0.716,2116980,4437477,"Блинчики с мясом Перекрёсток Select, 240г",0.555
